Date;PV;reversalCount;oscillationCount
01-Oct-2019 10:45:00;4680.688477;4;1
01-Oct-2019 10:46:00;4748.151855;5;5
01-Oct-2019 10:47:00;4713.885254;2;9
01-Oct-2019 10:48:00;4679.296387;6;6
01-Oct-2019 10:49:00;4657.949707;10;10
01-Oct-2019 10:50:00;4732.889648;1;1
01-Oct-2019 10:51:00;4649.20752;4;2
01-Oct-2019 10:52:00;4903.146484;0;2
01-Oct-2019 10:53:00;4717.976074;8;9
01-Oct-2019 10:54:00;4801.933105;0;0
01-Oct-2019 10:55:00;4794.756348;4;1
01-Oct-2019 10:56:00;4740.818848;6;0
01-Oct-2019 10:57:00;4694.78125;10;5
01-Oct-2019 10:58:00;4764.375;9;2
01-Oct-2019 10:59:00;4740.942383;4;3
01-Oct-2019 11:00:00;4718.125977;8;10
01-Oct-2019 11:01:00;4703.89209;3;10
01-Oct-2019 11:02:00;4725.680176;8;0
01-Oct-2019 11:03:00;4671.446289;7;1
01-Oct-2019 11:04:00;4671.128906;8;9
01-Oct-2019 11:05:00;4602.045898;1;5
01-Oct-2019 11:06:00;4660.31543;1;2
01-Oct-2019 11:07:00;4617.003418;4;3
01-Oct-2019 11:08:00;4548.604004;5;6
01-Oct-2019 11:09:00;4664.524414;9;2
01-Oct-2019 11:10:00;4549.185059;10;2
01-Oct-2019 11:11:00;4713.442871;8;8
01-Oct-2019 11:12:00;4687.727051;1;7
01-Oct-2019 11:13:00;4740.766602;0;6
01-Oct-2019 11:14:00;4702.221191;3;8
01-Oct-2019 11:15:00;4656.504395;3;5
01-Oct-2019 11:16:00;4648.450195;1;2
01-Oct-2019 11:17:00;4717.419922;9;1
01-Oct-2019 11:18:00;4642.010742;10;6
01-Oct-2019 11:19:00;4741.037109;7;9
01-Oct-2019 11:20:00;4570.056152;2;1
01-Oct-2019 11:21:00;4746.354492;2;7
01-Oct-2019 11:22:00;4761.496094;2;3
01-Oct-2019 11:23:00;4657.145508;10;6
01-Oct-2019 11:24:00;4724.850586;0;3
01-Oct-2019 11:25:00;4641.974121;7;0
01-Oct-2019 11:26:00;4644.449219;6;8
01-Oct-2019 11:27:00;4511.470703;9;9
01-Oct-2019 11:28:00;4623.95459;9;8
01-Oct-2019 11:29:00;4709.615234;10;3
01-Oct-2019 11:30:00;4655.789063;5;0
01-Oct-2019 11:31:00;4597.519531;2;10
01-Oct-2019 11:32:00;4608.90918;9;9
01-Oct-2019 11:33:00;4657.903809;1;3
01-Oct-2019 11:34:00;4622.658691;10;2
01-Oct-2019 11:35:00;4639.580566;5;10
01-Oct-2019 11:36:00;4696.484375;2;10
01-Oct-2019 11:37:00;4746.745117;4;7
01-Oct-2019 11:38:00;4571.401367;10;7
01-Oct-2019 11:39:00;4734.481934;3;10
01-Oct-2019 11:40:00;4641.214355;4;3
01-Oct-2019 11:41:00;4614.450195;8;10
01-Oct-2019 11:42:00;4668.708984;1;4
01-Oct-2019 11:43:00;4634.290527;5;9
01-Oct-2019 11:44:00;4671.083008;6;6
01-Oct-2019 11:45:00;4793.857422;10;1
01-Oct-2019 11:46:00;4755.135742;0;6
01-Oct-2019 11:47:00;4675.759277;10;8
01-Oct-2019 11:48:00;4688.615234;0;1
01-Oct-2019 11:49:00;4698.525879;1;2
01-Oct-2019 11:50:00;4634.189453;8;6
01-Oct-2019 11:51:00;4593.213379;1;1
01-Oct-2019 11:52:00;4639.541504;0;2
01-Oct-2019 11:53:00;4643.123535;6;6
01-Oct-2019 11:54:00;4655.431152;5;8
01-Oct-2019 11:55:00;4713.572266;0;7
01-Oct-2019 11:56:00;4647.509766;4;9
01-Oct-2019 11:57:00;4727.404297;7;3
01-Oct-2019 11:58:00;4736.371582;0;2
01-Oct-2019 11:59:00;4746.492676;5;7
01-Oct-2019 12:00:00;4697.054688;9;4
01-Oct-2019 12:01:00;4751.171387;2;0
01-Oct-2019 12:02:00;4691.046875;5;6
01-Oct-2019 12:03:00;4750.647461;5;2
01-Oct-2019 12:04:00;4774.261719;4;5
01-Oct-2019 12:05:00;4673.998535;0;7
01-Oct-2019 12:06:00;4743.127441;2;5
01-Oct-2019 12:07:00;4750.54248;1;4
01-Oct-2019 12:08:00;4732.368652;10;9
01-Oct-2019 12:09:00;4765.454102;2;7
01-Oct-2019 12:10:00;4721.425293;7;10
01-Oct-2019 12:11:00;4683.588379;10;10
01-Oct-2019 12:12:00;4750.614258;3;3
01-Oct-2019 12:13:00;4716.250977;4;5
01-Oct-2019 12:14:00;4784.386719;4;3
01-Oct-2019 12:15:00;4653.075195;5;2
01-Oct-2019 12:16:00;4745.796387;6;9
01-Oct-2019 12:17:00;4712.547852;8;4
01-Oct-2019 12:18:00;4672.741699;10;10
01-Oct-2019 12:19:00;4653.394043;10;3
01-Oct-2019 12:20:00;4742.14209;9;9
01-Oct-2019 12:21:00;4726.453613;5;6
01-Oct-2019 12:22:00;4677.239258;10;3
01-Oct-2019 12:23:00;4720.558594;5;3
01-Oct-2019 12:24:00;4731.231934;1;0
01-Oct-2019 12:25:00;4828.843262;0;1
01-Oct-2019 12:26:00;4742.656738;10;7
01-Oct-2019 12:27:00;4675.122559;9;8
01-Oct-2019 12:28:00;4815.79541;10;2
01-Oct-2019 12:29:00;4742.34668;2;3
01-Oct-2019 12:30:00;4693.875488;5;4
01-Oct-2019 12:31:00;4755.325195;6;0
01-Oct-2019 12:32:00;4755.18457;9;8
01-Oct-2019 12:33:00;4743.814941;2;3
01-Oct-2019 12:34:00;4778.303223;1;4
01-Oct-2019 12:35:00;4773.061523;3;10
01-Oct-2019 12:36:00;4739.718262;10;8
01-Oct-2019 12:37:00;4747.483398;4;5
01-Oct-2019 12:38:00;4699.069824;7;0
01-Oct-2019 12:39:00;4757.585938;10;7
01-Oct-2019 12:40:00;4836.768066;7;6
01-Oct-2019 12:41:00;4728.889648;8;0
01-Oct-2019 12:42:00;4794.291504;9;9
01-Oct-2019 12:43:00;4797.030273;0;1
01-Oct-2019 12:44:00;4851.020996;10;6
01-Oct-2019 12:45:00;4787.067383;2;5
01-Oct-2019 12:46:00;4790.365234;4;5
01-Oct-2019 12:47:00;4778.86084;5;6
01-Oct-2019 12:48:00;4807.191895;6;9
01-Oct-2019 12:49:00;4873.174316;5;2
01-Oct-2019 12:50:00;4819.891602;9;6
01-Oct-2019 12:51:00;4690.302734;6;9
01-Oct-2019 12:52:00;4826.355957;1;9
01-Oct-2019 12:53:00;4721.302734;10;8
01-Oct-2019 12:54:00;4830.040039;6;7
01-Oct-2019 12:55:00;4647.30957;1;9
01-Oct-2019 12:56:00;4815.71582;7;9
01-Oct-2019 12:57:00;4853.187012;9;2
01-Oct-2019 12:58:00;4765.73877;3;10
01-Oct-2019 12:59:00;4768.071289;8;6
01-Oct-2019 13:00:00;4828.604004;0;7
01-Oct-2019 13:01:00;4809.294434;8;10
01-Oct-2019 13:02:00;4874.61377;5;5
01-Oct-2019 13:03:00;4853.695801;1;2
01-Oct-2019 13:04:00;4728.11084;1;2
01-Oct-2019 13:05:00;4864.234863;2;3
01-Oct-2019 13:06:00;4792.263672;2;1
01-Oct-2019 13:07:00;4766.214844;8;3
01-Oct-2019 13:08:00;4739.154297;7;2
01-Oct-2019 13:09:00;4756.362305;10;9
01-Oct-2019 13:10:00;4770.92041;9;1
01-Oct-2019 13:11:00;4878.502441;9;10
01-Oct-2019 13:12:00;4763.388184;6;8
01-Oct-2019 13:13:00;4816.936035;0;3
01-Oct-2019 13:14:00;4788.797363;0;8
01-Oct-2019 13:15:00;4711.285645;10;7
01-Oct-2019 13:16:00;4761.104492;2;8
01-Oct-2019 13:17:00;4752.737793;10;7
01-Oct-2019 13:18:00;4695.229492;7;0
01-Oct-2019 13:19:00;4764.556152;4;5
01-Oct-2019 13:20:00;4647.933594;0;7
01-Oct-2019 13:21:00;4733.955566;6;3
01-Oct-2019 13:22:00;4698.47998;9;3
01-Oct-2019 13:23:00;4801.280273;8;8
01-Oct-2019 13:24:00;4797.981445;7;3
01-Oct-2019 13:25:00;4810.780762;0;3
01-Oct-2019 13:26:00;4815.181641;2;7
01-Oct-2019 13:27:00;4788.996582;2;0
01-Oct-2019 13:28:00;4868.767578;1;9
01-Oct-2019 13:29:00;4891.307129;1;1
01-Oct-2019 13:30:00;4854.02002;3;3
01-Oct-2019 13:31:00;4734.366211;0;10
01-Oct-2019 13:32:00;4826.69043;7;1
01-Oct-2019 13:33:00;4604.694336;9;6
01-Oct-2019 13:34:00;4822.573242;6;9
01-Oct-2019 13:35:00;4759.993652;0;3
01-Oct-2019 13:36:00;4844.702148;0;9
01-Oct-2019 13:37:00;4810.780762;1;8
01-Oct-2019 13:38:00;4803.719727;9;9
01-Oct-2019 13:39:00;4781.609375;9;10
01-Oct-2019 13:40:00;4782.588867;7;6
01-Oct-2019 13:41:00;4827.603027;10;1
01-Oct-2019 13:42:00;4890.29834;9;4
01-Oct-2019 13:43:00;4769.881348;0;1
01-Oct-2019 13:44:00;4842.968262;4;1
01-Oct-2019 13:45:00;4753.454102;4;4
01-Oct-2019 13:46:00;4754.211914;8;4
01-Oct-2019 13:47:00;4856.982422;4;8
01-Oct-2019 13:48:00;4815.285156;9;3
01-Oct-2019 13:49:00;4718.201172;10;4
01-Oct-2019 13:50:00;4776.715332;6;0
01-Oct-2019 13:51:00;4850.859863;3;2
01-Oct-2019 13:52:00;4836.088867;7;4
01-Oct-2019 13:53:00;4827.71582;3;7
01-Oct-2019 13:54:00;4843.242188;1;5
01-Oct-2019 13:55:00;4885.070801;0;1
01-Oct-2019 13:56:00;4879.539063;5;10
01-Oct-2019 13:57:00;4888.967285;0;5
01-Oct-2019 13:58:00;4780.422852;6;8
01-Oct-2019 13:59:00;4788.095215;8;8
01-Oct-2019 14:00:00;4839.205078;0;1
01-Oct-2019 14:01:00;4778.449219;9;5
01-Oct-2019 14:02:00;4846.776855;4;3
01-Oct-2019 14:03:00;4908.038086;3;7
01-Oct-2019 14:04:00;4861.481445;5;4
01-Oct-2019 14:05:00;4828.848145;2;8
01-Oct-2019 14:06:00;4855.999512;7;1
01-Oct-2019 14:07:00;4878.04834;5;10
01-Oct-2019 14:08:00;4914.882324;5;8
01-Oct-2019 14:09:00;4899.078613;10;4
01-Oct-2019 14:10:00;4842.574707;7;1
01-Oct-2019 14:11:00;4864.62207;3;3
01-Oct-2019 14:12:00;4877.759277;3;8
01-Oct-2019 14:13:00;4890.57666;6;8
01-Oct-2019 14:14:00;4903.912109;3;0
01-Oct-2019 14:15:00;4877.605469;9;8
01-Oct-2019 14:16:00;4890.607422;0;8
01-Oct-2019 14:17:00;4804.436035;0;10
01-Oct-2019 14:18:00;4916.838867;8;7
01-Oct-2019 14:19:00;4913.626465;4;3
01-Oct-2019 14:20:00;4728.349609;7;3
01-Oct-2019 14:21:00;4827.307129;10;10
01-Oct-2019 14:22:00;4830.477051;3;3
01-Oct-2019 14:23:00;4916.181152;1;6
01-Oct-2019 14:24:00;4810.719238;0;3
01-Oct-2019 14:25:00;4820.619141;2;2
01-Oct-2019 14:26:00;4913.23584;7;0
01-Oct-2019 14:27:00;4886.90625;6;2
01-Oct-2019 14:28:00;4805.309082;8;3
01-Oct-2019 14:29:00;4900.451172;9;2
01-Oct-2019 14:30:00;4882.839844;6;1
01-Oct-2019 14:31:00;4981.400391;2;6
01-Oct-2019 14:32:00;4954.382813;3;4
01-Oct-2019 14:33:00;4907.836426;5;2
01-Oct-2019 14:34:00;4906.364746;0;2
01-Oct-2019 14:35:00;4915.705566;8;2
01-Oct-2019 14:36:00;4902.670898;6;6
01-Oct-2019 14:37:00;4866.447266;1;0
01-Oct-2019 14:38:00;4844.07666;8;7
01-Oct-2019 14:39:00;5015.662109;8;7
01-Oct-2019 14:40:00;4978.760254;7;10
01-Oct-2019 14:41:00;4955.094727;2;10
01-Oct-2019 14:42:00;4917.43457;3;5
01-Oct-2019 14:43:00;4901.768555;4;5
01-Oct-2019 14:44:00;4913.180664;6;0
01-Oct-2019 14:45:00;4916.517578;8;0
01-Oct-2019 14:46:00;4887.119141;3;2
01-Oct-2019 14:47:00;4996.824219;7;1
01-Oct-2019 14:48:00;4882.895996;0;4
01-Oct-2019 14:49:00;4863.994141;2;4
01-Oct-2019 14:50:00;4889.694824;6;7
01-Oct-2019 14:51:00;4899.04248;2;4
01-Oct-2019 14:52:00;4837.851563;1;7
01-Oct-2019 14:53:00;4891.078613;9;1
01-Oct-2019 14:54:00;4942.618164;6;4
01-Oct-2019 14:55:00;4826.932129;10;4
01-Oct-2019 14:56:00;4840.619629;5;6
01-Oct-2019 14:57:00;4908.87793;6;3
01-Oct-2019 14:58:00;4941.739746;8;1
01-Oct-2019 14:59:00;4939.82666;1;7
01-Oct-2019 15:00:00;4835.19043;5;9
01-Oct-2019 15:01:00;4793.217285;10;2
01-Oct-2019 15:02:00;4967.440918;10;7
01-Oct-2019 15:03:00;4892.270508;2;5
01-Oct-2019 15:04:00;4975.291504;3;4
01-Oct-2019 15:05:00;4860.984863;9;6
01-Oct-2019 15:06:00;4904.686523;3;3
01-Oct-2019 15:07:00;4924.573242;4;2
01-Oct-2019 15:08:00;4904.126465;2;8
01-Oct-2019 15:09:00;4908.381836;8;6
01-Oct-2019 15:10:00;4925.86084;7;1
01-Oct-2019 15:11:00;4916.294922;10;7
01-Oct-2019 15:12:00;4887.583496;3;8
01-Oct-2019 15:13:00;4945.452148;7;10
01-Oct-2019 15:14:00;4805.706055;8;8
01-Oct-2019 15:15:00;5003.545898;3;4
01-Oct-2019 15:16:00;4937.467285;10;8
01-Oct-2019 15:17:00;4895.761719;0;4
01-Oct-2019 15:18:00;4858.679199;2;2
01-Oct-2019 15:19:00;4902.116211;7;4
01-Oct-2019 15:20:00;4945.097168;5;8
01-Oct-2019 15:21:00;4876.16748;4;8
01-Oct-2019 15:22:00;4953.678223;5;8
01-Oct-2019 15:23:00;4957.208008;0;9
01-Oct-2019 15:24:00;4895.214355;5;4
01-Oct-2019 15:25:00;4955.219238;7;3
01-Oct-2019 15:26:00;5056.294434;10;4
01-Oct-2019 15:27:00;4787.395996;5;5
01-Oct-2019 15:28:00;4958.507324;4;4
01-Oct-2019 15:29:00;4735.289063;4;2
01-Oct-2019 15:30:00;4831.075684;8;7
01-Oct-2019 15:31:00;5004.605469;9;8
01-Oct-2019 15:32:00;4926.340332;9;0
01-Oct-2019 15:33:00;4915.712402;8;9
01-Oct-2019 15:34:00;4900.584473;10;5
01-Oct-2019 15:35:00;4950.367188;0;5
01-Oct-2019 15:36:00;5006.245117;10;1
01-Oct-2019 15:37:00;4900.437012;10;4
01-Oct-2019 15:38:00;4880.755859;6;10
01-Oct-2019 15:39:00;4775.87793;9;1
01-Oct-2019 15:40:00;4907.862305;2;10
01-Oct-2019 15:41:00;4818.341309;5;3
01-Oct-2019 15:42:00;4860.274414;4;4
01-Oct-2019 15:43:00;4920.416992;6;9
01-Oct-2019 15:44:00;4972.765137;6;6
01-Oct-2019 15:45:00;4845.397949;2;0
01-Oct-2019 15:46:00;4878.893555;5;9
01-Oct-2019 15:47:00;4884.211914;6;0
01-Oct-2019 15:48:00;4893.307129;10;3
01-Oct-2019 15:49:00;4928.902344;4;6
01-Oct-2019 15:50:00;4915.013672;10;3
01-Oct-2019 15:51:00;5052.975586;8;0
01-Oct-2019 15:52:00;4901.110352;7;5
01-Oct-2019 15:53:00;4903.928223;3;4
01-Oct-2019 15:54:00;5068.130859;2;2
01-Oct-2019 15:55:00;4961.062988;3;8
01-Oct-2019 15:56:00;5046.443359;6;0
01-Oct-2019 15:57:00;4823.248047;10;0
01-Oct-2019 15:58:00;4971.269043;3;10
01-Oct-2019 15:59:00;4889.486328;3;1
01-Oct-2019 16:00:00;5027.799805;5;10
01-Oct-2019 16:01:00;4817.677734;10;8
01-Oct-2019 16:02:00;4899.018555;2;1
01-Oct-2019 16:03:00;4849.138184;6;1
01-Oct-2019 16:04:00;4957.063477;2;8
01-Oct-2019 16:05:00;4941.716797;5;3
01-Oct-2019 16:06:00;4926.279297;1;9
01-Oct-2019 16:07:00;4892.156738;1;8
01-Oct-2019 16:08:00;4874.473145;3;2
01-Oct-2019 16:09:00;4943.538086;6;2
01-Oct-2019 16:10:00;4876.51416;0;3
01-Oct-2019 16:11:00;4986.322754;7;10
01-Oct-2019 16:12:00;4917.709473;5;6
01-Oct-2019 16:13:00;4919.781738;8;10
01-Oct-2019 16:14:00;4917.183594;9;10
01-Oct-2019 16:15:00;4850.009277;9;0
01-Oct-2019 16:16:00;4953.772949;8;1
01-Oct-2019 16:17:00;4897.499512;3;3
01-Oct-2019 16:18:00;4888.184082;4;2
01-Oct-2019 16:19:00;5013.803223;4;10
01-Oct-2019 16:20:00;4838.979492;5;5
01-Oct-2019 16:21:00;4857.682617;8;4
01-Oct-2019 16:22:00;4871.125;8;10
01-Oct-2019 16:23:00;4958.079102;6;3
01-Oct-2019 16:24:00;4965.300781;8;3
01-Oct-2019 16:25:00;4985.834473;1;2
01-Oct-2019 16:26:00;4921.219727;8;4
01-Oct-2019 16:27:00;4925.497559;8;1
01-Oct-2019 16:28:00;4950.327148;7;9
01-Oct-2019 16:29:00;4902.759277;0;6
01-Oct-2019 16:30:00;4941.940918;9;0
01-Oct-2019 16:31:00;4903.945801;7;1
01-Oct-2019 16:32:00;5004.139648;5;1
01-Oct-2019 16:33:00;4949.855469;3;9
01-Oct-2019 16:34:00;4919.258789;2;4
01-Oct-2019 16:35:00;4943.317383;10;9
01-Oct-2019 16:36:00;4808.691406;1;1
01-Oct-2019 16:37:00;4949.566895;5;4
01-Oct-2019 16:38:00;4965.010742;1;4
01-Oct-2019 16:39:00;4880.46582;1;8
01-Oct-2019 16:40:00;4903.09082;9;2
01-Oct-2019 16:41:00;4865.700684;1;8
01-Oct-2019 16:42:00;4842.289551;2;8
01-Oct-2019 16:43:00;4864.883301;0;3
01-Oct-2019 16:44:00;4857.004395;8;6
01-Oct-2019 16:45:00;4903.452148;5;1
01-Oct-2019 16:46:00;4826.40332;4;9
01-Oct-2019 16:47:00;4927.224121;1;1
01-Oct-2019 16:48:00;4857.871582;0;0
01-Oct-2019 16:49:00;4896.163574;0;7
01-Oct-2019 16:50:00;4903.624512;5;10
01-Oct-2019 16:51:00;4826.714844;10;7
01-Oct-2019 16:52:00;4884.514648;4;1
01-Oct-2019 16:53:00;4917.786133;2;6
01-Oct-2019 16:54:00;4845.021973;4;9
01-Oct-2019 16:55:00;4903.469727;8;4
01-Oct-2019 16:56:00;4765.36377;0;7
01-Oct-2019 16:57:00;4821.432129;10;2
01-Oct-2019 16:58:00;4978.38623;10;0
01-Oct-2019 16:59:00;4940.133789;4;4
01-Oct-2019 17:00:00;4857.133789;9;4
01-Oct-2019 17:01:00;4837.893555;4;1
01-Oct-2019 17:02:00;4850.220703;0;3
01-Oct-2019 17:03:00;4880.320801;5;2
01-Oct-2019 17:04:00;4834.658203;4;6
01-Oct-2019 17:05:00;4920.362793;7;5
01-Oct-2019 17:06:00;4850.870605;10;1
01-Oct-2019 17:07:00;4858.224121;6;2
01-Oct-2019 17:08:00;4957.439941;3;5
01-Oct-2019 17:09:00;4751.115723;8;10
01-Oct-2019 17:10:00;4866.46875;4;0
01-Oct-2019 17:11:00;4910.5625;1;3
01-Oct-2019 17:12:00;4929.827148;8;4
01-Oct-2019 17:13:00;5006.028809;9;5
01-Oct-2019 17:14:00;4925.286621;4;5
01-Oct-2019 17:15:00;4864.418457;4;2
01-Oct-2019 17:16:00;4970.059082;7;2
01-Oct-2019 17:17:00;4887.411621;9;2
01-Oct-2019 17:18:00;4857.611816;7;4
01-Oct-2019 17:19:00;4812.915527;10;2
01-Oct-2019 17:20:00;4882.415039;3;6
01-Oct-2019 17:21:00;4936.53418;4;3
01-Oct-2019 17:22:00;4840.85498;6;5
01-Oct-2019 17:23:00;4876.428223;0;8
01-Oct-2019 17:24:00;4918.724609;6;0
01-Oct-2019 17:25:00;4848.378418;0;7
01-Oct-2019 17:26:00;4895.632813;4;6
01-Oct-2019 17:27:00;4866.530762;10;9
01-Oct-2019 17:28:00;4877.919922;7;2
01-Oct-2019 17:29:00;4848.615723;10;0
01-Oct-2019 17:30:00;4911.799805;4;0
01-Oct-2019 17:31:00;4924.506348;3;5
01-Oct-2019 17:32:00;4907.309082;8;1
01-Oct-2019 17:33:00;4863.25293;9;4
01-Oct-2019 17:34:00;4857.23877;1;10
01-Oct-2019 17:35:00;4870.629883;5;6
01-Oct-2019 17:36:00;4920.759766;8;0
01-Oct-2019 17:37:00;4845.879883;7;8
01-Oct-2019 17:38:00;4931.371094;10;0
01-Oct-2019 17:39:00;4878.249023;3;5
01-Oct-2019 17:40:00;4841.021973;2;2
01-Oct-2019 17:41:00;4956.496582;9;7
01-Oct-2019 17:42:00;5035.665527;5;1
01-Oct-2019 17:43:00;4883.742188;10;4
01-Oct-2019 17:44:00;4872.918457;1;1
01-Oct-2019 17:45:00;4888.248047;6;2
01-Oct-2019 17:46:00;4918.383789;8;8
01-Oct-2019 17:47:00;4889.290039;8;3
01-Oct-2019 17:48:00;4795.017578;2;2
01-Oct-2019 17:49:00;4791.963379;2;8
01-Oct-2019 17:50:00;4894.854492;3;6
01-Oct-2019 17:51:00;4920.163574;5;3
01-Oct-2019 17:52:00;4851.319824;6;6
01-Oct-2019 17:53:00;4851.52832;3;10
01-Oct-2019 17:54:00;4834.17041;4;3
01-Oct-2019 17:55:00;4801.733398;9;8
01-Oct-2019 17:56:00;4805.54541;3;6
01-Oct-2019 17:57:00;4897.528809;2;3
01-Oct-2019 17:58:00;4936.016113;0;10
01-Oct-2019 17:59:00;4877.545898;5;9
01-Oct-2019 18:00:00;4888.472168;8;8
01-Oct-2019 18:01:00;4841.097168;8;0
01-Oct-2019 18:02:00;4861.462891;9;5
01-Oct-2019 18:03:00;4843.606934;8;8
01-Oct-2019 18:04:00;4891.227539;1;10
01-Oct-2019 18:05:00;4859.746094;10;6
01-Oct-2019 18:06:00;4800.230469;0;7
01-Oct-2019 18:07:00;4801.516113;3;9
01-Oct-2019 18:08:00;4722.694824;4;2
01-Oct-2019 18:09:00;4838.044922;9;6
01-Oct-2019 18:10:00;4877.96582;10;5
01-Oct-2019 18:11:00;4821.216797;6;6
01-Oct-2019 18:12:00;4730.835449;3;4
01-Oct-2019 18:13:00;4831.808594;1;1
01-Oct-2019 18:14:00;4770.585449;3;8
01-Oct-2019 18:15:00;4860.173828;3;6
01-Oct-2019 18:16:00;4742.781738;8;10
01-Oct-2019 18:17:00;4732.099121;10;9
01-Oct-2019 18:18:00;4850.944824;4;7
01-Oct-2019 18:19:00;4747.147461;4;10
01-Oct-2019 18:20:00;4778.905273;4;9
01-Oct-2019 18:21:00;4828.635742;5;3
01-Oct-2019 18:22:00;4773.686523;6;0
01-Oct-2019 18:23:00;4794.216309;10;8
